year,date,month,arrest_type,offense,age,age_group,sex,race,weapon,offense_group,race_new
2021,2021-09-29,Sep,On View,Robbery,18,Under 20,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-10-14,Oct,Custodied,Crime against sociey,20,20-29,Male,Black or African American,Unarmed,Crime Against Society,Black or African American
2021,2021-10-05,Oct,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,Assault or Intimidation,22,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,"Theft, Auto-theft, and Larceny",49,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-29,Sep,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,Crime against sociey,23,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-09-29,Sep,On View,Crime against sociey,22,20-29,Male,White,Firearm-involved,Crime Against Society,White
2021,2021-09-29,Sep,On View,Aggravated Assault,45,40-49,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-01-28,Jan,Custodied,Property Destruction,28,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-29,Sep,On View,Robbery,19,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,Crime against sociey,22,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-09-29,Sep,On View,Assault or Intimidation,41,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-29,Sep,On View,Crime against sociey,24,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-09-30,Sep,On View,Aggravated Assault,38,30-39,Female,White,Weapon with a blade,Violent Crimes,White
2021,2021-09-30,Sep,On View,Property Destruction,58,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-12-09,Dec,Custodied,Assault or Intimidation,46,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-30,Sep,On View,Assault or Intimidation,45,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-17,Oct,Custodied,"Theft, Auto-theft, and Larceny",67,50 or above,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-30,Sep,On View,Assault or Intimidation,33,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-30,Sep,On View,Assault or Intimidation,30,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-30,Sep,On View,"Theft, Auto-theft, and Larceny",51,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-09-30,Sep,On View,Drug-related,22,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-09-30,Sep,On View,Assault or Intimidation,27,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-09-30,Sep,On View,Drug-related,34,30-39,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-10-01,Oct,On View,Assault or Intimidation,46,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-01,Oct,On View,Property Destruction,42,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-01,Oct,On View,Crime against sociey,29,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-01,Oct,On View,Crime against sociey,28,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-01,Oct,On View,Assault or Intimidation,24,20-29,Female,White,Unarmed,Violent Crimes,White
2021,2021-10-01,Oct,On View,Sexual Assault or Rape,47,40-49,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-01,Oct,On View,Assault or Intimidation,29,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-01,Oct,On View,Crime against sociey,46,40-49,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-01,Oct,On View,Crime against sociey,19,Under 20,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-01,Oct,On View,Assault or Intimidation,56,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-01,Oct,On View,Assault or Intimidation,35,30-39,Male,White,Weapon with a blade,Violent Crimes,White
2021,2021-10-09,Oct,Custodied,Assault or Intimidation,67,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-28,Dec,Custodied,Assault or Intimidation,35,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,Custodied,Aggravated Assault,28,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-01,Oct,On View,Assault or Intimidation,47,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-01,Oct,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-10-01,Oct,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-02-23,Feb,Custodied,Murder and Nonnegligent Manslaughter,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-17,Dec,Custodied,Murder and Nonnegligent Manslaughter,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,33,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Sexual Assault or Rape,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,"Theft, Auto-theft, and Larceny",40,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-02,Oct,On View,"Theft, Auto-theft, and Larceny",41,40-49,Male,White,Unarmed,Property Crimes,White
2021,2021-10-02,Oct,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-16,Dec,Custodied,Sexual Assault or Rape,40,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,23,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,48,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Aggravated Assault,47,40-49,Female,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,28,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-02,Oct,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Crime against sociey,28,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-02,Oct,On View,Drug-related,69,50 or above,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-10-02,Oct,On View,Property Destruction,29,20-29,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,20,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-04,Oct,On View,Drug-related,29,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-10-20,Oct,On View,Aggravated Assault,33,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,39,30-39,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-02,Oct,On View,Crime against sociey,31,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-02,Oct,On View,Sexual Assault or Rape,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-02,Oct,On View,Assault or Intimidation,45,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Robbery,40,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,56,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Crime against sociey,25,20-29,Female,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-03,Oct,On View,Crime against sociey,24,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-03,Oct,On View,Property Destruction,26,20-29,Male,White,Unarmed,Property Crimes,White
2021,2021-10-03,Oct,On View,Assault or Intimidation,31,30-39,Female,White,Unarmed,Violent Crimes,White
2021,2021-10-03,Oct,On View,Assault or Intimidation,65,50 or above,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-27,Oct,Custodied,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,30,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,27,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,44,40-49,Male,White,Unarmed,Violent Crimes,White
2021,2021-10-03,Oct,On View,Assault or Intimidation,30,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,65,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Drug-related,28,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,31,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-07,Oct,On View,Property Destruction,27,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-10-03,Oct,On View,Crime against sociey,59,50 or above,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,38,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-10-03,Oct,On View,Property Destruction,33,30-39,Female,Asian,Unarmed,Property Crimes,Other races
